   4.0400000e+03	   5.1313000e+04	   6.1231200e+05	   1.2315100e+05	   5.0105000e+04	
   4.0300000e+03	   5.1315000e+04	   6.1231600e+05	   1.2315100e+05	   5.0109000e+04	
   4.0220000e+03	   5.1319000e+04	   6.1231600e+05	   1.2315500e+05	   5.0109000e+04	
   4.0220000e+03	   5.1319000e+04	   6.1231600e+05	   1.2315500e+05	   5.0109000e+04	
   3.6563636e+03	   4.6653636e+04	   6.1231600e+05	   1.1195909e+05	   4.5553636e+04	
   3.3688748e+03	   4.2985402e+04	   6.1231600e+05	   1.0315609e+05	   4.1971892e+04	
   3.1751395e+03	   4.0513422e+04	   6.1231600e+05	   9.7223845e+04	   3.9558196e+04	
   3.0696024e+03	   3.9166814e+04	   6.1231600e+05	   9.3992264e+04	   3.8243338e+04	
   3.0220840e+03	   3.8560499e+04	   6.1231600e+05	   9.2537234e+04	   3.7651319e+04	
   3.0030068e+03	   3.8317082e+04	   6.1231600e+05	   9.1953082e+04	   3.7413641e+04	
   2.9957431e+03	   3.8224401e+04	   6.1231600e+05	   9.1730667e+04	   3.7323145e+04	
