   1.2209431e+00   6.0852310e+01   2.3860604e-02   3.5831530e-02   2.8936838e+01
   2.6044055e-02   1.2207392e+00   3.8464482e-02   3.0466014e-02   2.3449443e+01
   2.6177135e+04   2.6050372e+04   1.2209490e+00   2.9562599e-02   2.6378831e+04
   2.2985666e+04   2.3143657e+04   1.8166834e+04   1.2207267e+00   2.3079046e+04
   1.9860603e+02   4.0483002e+01   3.6144497e-02   1.8066397e-02   1.2209075e+00
   1.0756120e+00   3.1986167e-02   8.0225150e-03   1.0502488e-02   1.6978655e-02
   2.6830177e-01   1.0755242e+00   1.3125374e-02   1.0603191e-02   1.6930410e+01
   2.6199696e+04   2.6210894e+04   1.0756142e+00   1.0042704e-02   2.6190834e+04
   2.3071177e+04   2.3071840e+04   1.8161766e+04   1.0755194e+00   2.3070626e+04
   5.6403635e-01   3.9284109e+00   1.3295653e-02   4.5406907e-03   1.0755962e+00
   1.0390469e+00   2.3270601e-02   7.6186319e-03   6.0716408e-03   1.2529873e-02
   8.6013755e-01   1.0389950e+00   1.1404875e-02   5.4434638e-03   6.3819470e-01
   2.6199916e+04   2.6203775e+04   1.0390481e+00   1.0223324e-02   2.6196394e+04
   2.3063973e+04   2.3070396e+04   1.8159796e+04   1.0389922e+00   2.3082155e+04
   6.6920664e+00   2.7994462e-01   1.1160454e-02   4.8520073e-03   1.0390378e+00
   1.0390469e+00   2.3270601e-02   7.6186319e-03   6.0716408e-03   1.2529873e-02
   8.6013755e-01   1.0389950e+00   1.1404875e-02   5.4434638e-03   6.3819470e-01
   2.6199916e+04   2.6203775e+04   1.0390481e+00   1.0223324e-02   2.6196394e+04
   2.3063973e+04   2.3070396e+04   1.8159796e+04   1.0389922e+00   2.3082155e+04
   6.6920664e+00   2.7994462e-01   1.1160454e-02   4.8520073e-03   1.0390378e+00
