   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   6.5000000e+01   3.4000000e+01   3.6000000e+01   5.7000000e+01   6.0000000e+01
   3.4000000e+01   2.1000000e+01   1.2000000e+01   3.2000000e+01   2.2000000e+01
   3.6000000e+01   1.2000000e+01   7.6000000e+01   3.2000000e+01   4.8000000e+01
   5.7000000e+01   3.2000000e+01   3.2000000e+01   7.3000000e+01   5.6000000e+01
   6.0000000e+01   2.2000000e+01   4.8000000e+01   5.6000000e+01   1.0000000e+02
   8.8000000e+01   2.2000000e+01   9.2000000e+01   9.2000000e+01   5.2000000e+01
   2.2000000e+01   7.0000000e+01   8.5000000e+01   3.9000000e+01   7.1000000e+01
   9.2000000e+01   8.5000000e+01   1.6400000e+02   1.0400000e+02   1.0500000e+02
   9.2000000e+01   3.9000000e+01   1.0400000e+02   1.2200000e+02   7.2000000e+01
   5.2000000e+01   7.1000000e+01   1.0500000e+02   7.2000000e+01   9.5000000e+01
   8.7781245e+01   6.3517345e+01   4.7338019e+01   6.9542018e+01   4.6004648e+01
   4.4378709e+01   4.3898984e+01   8.9469239e+01   8.1157417e+01   4.2613523e+01
   6.5180387e+01   3.7284383e+01   8.8936626e+01   6.9229123e+01   6.1945882e+01
   7.8522984e+01   5.8380561e+01   3.6428365e+01   4.1227509e+01   7.1675289e+01
   4.5044709e+01   3.9690088e+01   8.6021577e+01   3.1835996e+01   8.0196369e+01
   3.4522593e+00   5.1873944e+00   3.7326160e+00   4.3898602e+00   3.8041366e+00
   5.5930748e+00   3.9118551e+00   4.0772848e+00   4.8006828e+00   2.9799912e+00
   2.1353185e+00   4.8860100e+00   2.1192152e+00   4.6229419e+00   5.8653143e+00
   5.5764583e+00   3.2021131e+00   3.9639286e+00   4.4768515e+00   2.6294481e+00
   3.3149821e+00   2.0581392e+00   2.7044803e+00   2.7172904e+00   3.6933142e+00
