   1.0000000e+00   3.0157824e+01   9.0591808e+01   1.6438524e+05   0.0000000e+00
   2.0000000e+00   3.0650141e+01   8.9036733e+01   1.7775734e+05   0.0000000e+00
   3.0000000e+00   3.0629764e+01   9.0988092e+01   1.2656067e+05   1.0000000e+00
   4.0000000e+00   3.0509013e+01   9.0007693e+01   7.3270763e+04   0.0000000e+00
   5.0000000e+00   3.0108711e+01   9.0849212e+01   2.1278517e+05   1.0000000e+00
   6.0000000e+00   3.0272849e+01   9.0230450e+01   1.3986845e+05   0.0000000e+00
   7.0000000e+00   3.0098613e+01   8.9547695e+01   1.4707022e+05   0.0000000e+00
   8.0000000e+00   3.0157210e+01   8.9761737e+01   5.3541471e+04   1.0000000e+00
   9.0000000e+00   3.0588684e+01   9.0797471e+01   2.3989001e+05   0.0000000e+00
   1.0000000e+01   3.0481067e+01   9.0428158e+01   2.0522924e+05   0.0000000e+00
   1.1000000e+01   3.0086115e+01   8.9417686e+01   1.1198095e+05   1.0000000e+00
   1.2000000e+01   3.0670416e+01   9.0665099e+01   1.5762339e+05   0.0000000e+00
   1.3000000e+01   3.0336321e+01   8.9383191e+01   2.4152764e+05   1.0000000e+00
   1.4000000e+01   3.0553515e+01   8.9027918e+01   4.0143307e+04   1.0000000e+00
   1.5000000e+01   3.0236735e+01   8.9160168e+01   1.6718868e+04   1.0000000e+00
   1.6000000e+01   3.0554893e+01   8.9631608e+01   1.6016396e+05   1.0000000e+00
   1.7000000e+01   3.0663249e+01   9.0219203e+01   4.4493717e+04   0.0000000e+00
   1.8000000e+01   3.0314909e+01   9.0694137e+01   2.0386039e+05   1.0000000e+00
   1.9000000e+01   3.0534531e+01   9.0890869e+01   1.6877252e+05   1.0000000e+00
   2.0000000e+01   3.0113873e+01   9.0450664e+01   1.8952416e+05   0.0000000e+00
   2.1000000e+01   3.0296471e+01   9.0572884e+01   1.2381585e+04   1.0000000e+00
   2.2000000e+01   3.0332969e+01   8.9596837e+01   6.0616641e+04   0.0000000e+00
   2.3000000e+01   3.0457920e+01   9.0122845e+01   2.6156757e+04   1.0000000e+00
   2.4000000e+01   3.0359824e+01   9.0257458e+01   1.5027809e+04   1.0000000e+00
   2.5000000e+01   3.0189590e+01   9.0786138e+01   7.0143830e+04   0.0000000e+00
   2.6000000e+01   3.0701219e+01   8.9719831e+01   1.7650220e+05   1.0000000e+00
   2.7000000e+01   3.0332499e+01   9.0520077e+01   2.4167140e+05   0.0000000e+00
   2.8000000e+01   3.0748442e+01   9.0406693e+01   9.3073942e+04   0.0000000e+00
   2.9000000e+01   3.0292085e+01   9.0734985e+01   1.5837900e+05   1.0000000e+00
   3.0000000e+01   3.0334568e+01   8.9696646e+01   1.5011254e+05   1.0000000e+00
   3.1000000e+01   3.0678913e+01   9.0203921e+01   2.0561215e+05   0.0000000e+00
   3.2000000e+01   3.0585340e+01   9.0089220e+01   1.8798428e+05   0.0000000e+00
   3.3000000e+01   3.0372959e+01   8.9582254e+01   7.3464804e+04   0.0000000e+00
