   1.0000000e+00   3.0095124e+01   9.0375439e+01   7.1189531e+04   1.0000000e+00
   2.0000000e+00   3.0237701e+01   9.0654207e+01   3.7156879e+04   1.0000000e+00
   3.0000000e+00   3.0325393e+01   9.0994843e+01   1.2866119e+05   0.0000000e+00
   4.0000000e+00   3.0643123e+01   8.9875339e+01   1.4628816e+04   1.0000000e+00
   5.0000000e+00   3.0205946e+01   8.9256303e+01   7.6395138e+04   0.0000000e+00
   6.0000000e+00   3.0372756e+01   8.9593058e+01   1.7207765e+05   1.0000000e+00
   7.0000000e+00   3.0417268e+01   9.0839058e+01   1.1287434e+05   1.0000000e+00
   8.0000000e+00   3.0781720e+01   8.9458006e+01   1.8817213e+05   1.0000000e+00
   9.0000000e+00   3.0231883e+01   9.0494811e+01   4.7816319e+04   0.0000000e+00
   1.0000000e+01   3.0016901e+01   8.9009953e+01   2.1371827e+05   1.0000000e+00
   1.1000000e+01   3.0657670e+01   8.9640414e+01   2.2292999e+05   1.0000000e+00
   1.2000000e+01   3.0756618e+01   8.9762991e+01   1.1508108e+04   1.0000000e+00
   1.3000000e+01   3.0247339e+01   8.9243684e+01   1.5562006e+05   0.0000000e+00
   1.4000000e+01   3.0110360e+01   8.9281935e+01   2.1576988e+05   1.0000000e+00
   1.5000000e+01   3.0634524e+01   9.0935058e+01   9.6011793e+03   0.0000000e+00
   1.6000000e+01   3.0025700e+01   9.0683426e+01   8.0794123e+04   1.0000000e+00
   1.7000000e+01   3.0761108e+01   8.9126448e+01   2.3192839e+05   1.0000000e+00
   1.8000000e+01   3.0730680e+01   8.9722455e+01   1.4341265e+05   0.0000000e+00
   1.9000000e+01   3.0444159e+01   8.9025043e+01   1.8956307e+05   0.0000000e+00
   2.0000000e+01   3.0074423e+01   8.9641156e+01   5.9779752e+03   0.0000000e+00
   2.1000000e+01   3.0198401e+01   8.9827648e+01   1.9670221e+04   0.0000000e+00
   2.2000000e+01   3.0229545e+01   9.0276854e+01   1.8474763e+04   0.0000000e+00
   2.3000000e+01   3.0034353e+01   9.0533438e+01   6.5708011e+04   1.0000000e+00
   2.4000000e+01   3.0610055e+01   9.0384819e+01   2.2441032e+05   1.0000000e+00
   2.5000000e+01   3.0332272e+01   9.0471380e+01   4.1025066e+04   1.0000000e+00
   2.6000000e+01   3.0652192e+01   8.9975421e+01   2.2042987e+04   1.0000000e+00
   2.7000000e+01   3.0668213e+01   8.9608501e+01   1.5099557e+05   1.0000000e+00
   2.8000000e+01   3.0299518e+01   9.0800029e+01   1.7840927e+05   0.0000000e+00
   2.9000000e+01   3.0392201e+01   9.0784110e+01   5.8934331e+04   1.0000000e+00
   3.0000000e+01   3.0579909e+01   8.9511170e+01   1.4060749e+05   1.0000000e+00
   3.1000000e+01   3.0121106e+01   9.0441952e+01   1.3039184e+05   0.0000000e+00
   3.2000000e+01   3.0208451e+01   9.0202848e+01   1.3687797e+05   1.0000000e+00
   3.3000000e+01   3.0203967e+01   8.9211639e+01   1.0583239e+05   1.0000000e+00
